Textbox151,Textbox8,InventLocationId1,InventLocationName,Textbox153,Textbox45,Textbox46,Textbox47,Textbox63,Textbox48,Textbox90,Textbox104,Textbox131,CustAccount,CustName,LogisticsAddressStreet,LogisticsAddressZipCodeId,LogisticsAddressCity,LogisticsAddressCountryRegionId,SalesId,CustomerRef,CarrierName,Textbox41,Textbox70,Textbox42,Textbox43,Textbox64,Textbox118,Textbox44,Textbox123,Textbox92,Textbox128,Textbox114,Textbox133,SalesOriginId,ItemId,ItemName1,DlvDate1,SalesQty,RemainSalesPhysical,InventQtyPicked,InventQtyPickRemain,toProcessQty,InventQtyOnHand,PickingListId,ToProcess
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3158,Danmar Contracting,50 Barnard Grove,3101,KEW,AUS,SO044195,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PE BPE-50,EMX PE 12/24V Wireless PE,2024-04-18,2,2,0,2,2,98,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3234,Koda Industries Pty Ltd,231 Dock Creek Mountain Road,2477,Alstonville,AUS,SO043881,2273,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OG,284050901,MonoCom Single Channel,2024-04-01,1,1,0,1,0,0,83129_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3248,The Ritz Carlton,1 Barrack Street,6000,PERTH,AUS,SO043595,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,EIS10002012T/M,Era INN Edge S AC 10Nm 12Rpm+MOL4,2024-04-01,50,23,0,23,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3250,WALSH GATES,"80 Nestor Drive 
",4131,MEADOWBROOK,AUS,SO043624,Job 2991,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,WA12R01,Mobile stand for bars - New fully reinforced version,2024-04-01,2,2,0,2,0,0,83106_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3353,Tigerlink Hardware,22-24 Beecher Street,3072,PRESTON,AUS,SO044209,ANNIE EMAIL,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPRBA3R10,"REPLACEMENT CONTROL BOARD FOR ROBUS 400/600/1000, RUN1500 **",2024-04-11,1,1,0,1,0,0,83667_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3376,INDUSTRIAL FIRE & ELECTRICAL,"UNIT 3
14 BROADLAND DRIVE",7250,Launceston,AUS,SO044193,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PE BPE-50,EMX PE 12/24V Wireless PE,2024-04-18,1,1,0,1,1,99,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3376,INDUSTRIAL FIRE & ELECTRICAL,"UNIT 3
14 BROADLAND DRIVE",7250,Launceston,AUS,SO044193,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,630LIAGS,Slider.75Kw Inbuilt Limit,2024-04-18,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3393,CUSTOMER TO COLLECT,,,,AUS,SO044147,AA23219,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,FOB43302R,Transmitter 2 Channel Penta FOB red,2024-04-12,6,6,0,6,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3396,CFE Project& Maintenance,51 union rd,2640,NORTH ALBURY,AUS,SO043171,Cameron,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,3.01206E+11,Exterior bidirectional interface for tubular motor,2024-04-01,1,1,0,1,0,0,83085_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3435,Allan Hill t/a Electrical Inspection Services,"22 Pukenamu Road 
Taupō              3330


",,Taupo,NZL,SO044120,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPRBA3R10,"REPLACEMENT CONTROL BOARD FOR ROBUS 400/600/1000, RUN1500 **",2024-04-04,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,EA1030,Dove Industry Pty Ltd,16 Chapel Hill Rd,4069,Chapel Hill,AUS,SO044089,Michael,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,283400906,OBSOLETE - VarioTec-915 set white,2024-04-26,10,10,0,10,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,EA1030,Dove Industry Pty Ltd,16 Chapel Hill Rd,4069,Chapel Hill,AUS,SO044089,Michael,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,281400001,AeroTec white inc PL FM frame,2024-04-26,5,5,0,5,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,EA1051,Horiso - (Nysan Asia Pacific Pty Ltd),22 -24 Vincent Street,2204,Marrickville,AUS,SO044122,EVB Stock,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,265200002,JA/JAR installation kit 2mm,2024-04-05,80,70,0,70,0,0,83491_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,EA1167,AVR Electrical Pty Ltd,"Pier 6/7
19 Hickson Road",2000,DAWES POINT,AUS,SO043885,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,282450901,"VarioTel-915 2, White",2024-04-01,3,3,0,3,3,3,83439_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,EA1167,AVR Electrical Pty Ltd,"Pier 6/7
19 Hickson Road",2000,DAWES POINT,AUS,SO043885,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,283400906,OBSOLETE - VarioTec-915 set white,2024-04-01,2,2,0,2,0,0,83440_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,EA1167,AVR Electrical Pty Ltd,"Pier 6/7
19 Hickson Road",2000,DAWES POINT,AUS,SO044220,Dale's Ph.,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,282450901,"VarioTel-915 2, White",2024-04-12,2,2,0,2,2,4,83723_099,Yes
